resume_id,job_id,label,semantic_score
R_006165,J_001812,0,0.47471216
R_009779,J_002323,1,0.73063546
R_005975,J_000980,0,0.5278139
R_001531,J_001122,1,0.62601316
R_001326,J_001943,1,0.7780469
R_005935,J_000873,1,0.79248416
R_002120,J_001776,0,0.4924487
R_002374,J_000191,1,0.75591505
R_006264,J_002003,1,0.5609734
R_001528,J_002385,1,0.89689964
R_000444,J_000114,1,0.77123
R_002545,J_001659,1,0.69223213
R_004046,J_002423,1,0.6906527
R_005766,J_002338,0,0.4589839
R_000805,J_001566,0,0.4218127
R_000611,J_001014,0,0.5346329
R_001186,J_001584,1,0.7087058
R_002806,J_000667,0,0.45786703
R_001184,J_000370,1,0.6661811
R_005025,J_000156,1,0.55017906
R_007566,J_001829,1,0.6594688
R_000775,J_001730,0,0.5695727
R_000753,J_001597,0,0.43976405
R_009882,J_001738,1,0.62050545
R_006075,J_002138,0,0.32248634
R_005670,J_001268,1,0.5124495
R_004465,J_002466,1,0.75600576
R_006268,J_001220,0,0.4541276
R_001458,J_001370,0,0.4255612
R_008110,J_002180,0,0.4086356
R_001526,J_002474,1,0.42805853
R_009761,J_002062,1,0.75732327
R_006880,J_001418,1,0.64663243
R_005195,J_002356,1,0.6142714
R_004168,J_001347,0,0.5171044
R_007661,J_001746,1,0.57567567
R_008271,J_000591,0,0.47608277
R_007497,J_002076,1,0.5530442
R_006111,J_001981,0,0.54330313
R_005052,J_001525,1,0.72357893
R_008698,J_000625,1,0.7060978
R_002091,J_002387,0,0.64692974
R_007192,J_000459,0,0.4378438
R_002761,J_001342,0,0.50279474
R_002372,J_000667,1,0.67240644
R_007143,J_002060,1,0.6065029
R_009622,J_001627,0,0.41095355
R_005184,J_000018,0,0.54405284
R_003814,J_000974,1,0.60320115
R_002517,J_001679,1,0.50897044
R_003358,J_002218,1,0.6421759
R_002507,J_001149,0,0.45530653
R_001919,J_000165,1,0.68541896
R_006246,J_001435,0,0.4477648
R_000422,J_002214,0,0.4484849
R_003880,J_000650,1,0.69459426
R_004290,J_001938,1,0.84483683
R_006806,J_002382,1,0.59284276
R_008452,J_000181,1,0.73815775
R_004565,J_000417,0,0.51336443
R_006878,J_001267,0,0.7185183
R_003211,J_000736,1,0.6935183
R_005259,J_001505,0,0.5574851
R_000663,J_000497,0,0.47208008
R_002176,J_001119,1,0.7263709
R_004223,J_001758,1,0.8317127
R_007135,J_001264,1,0.5383512
R_009015,J_002254,1,0.5802079
R_007778,J_000885,1,0.65406835
R_006034,J_000909,1,0.6058403
R_009032,J_001450,0,0.42331612
R_009153,J_000548,1,0.68903196
R_005955,J_000397,1,0.48749667
R_006888,J_000232,1,0.6900909
R_001739,J_002373,0,0.6364927
R_002538,J_001650,1,0.6565707
R_004052,J_001996,1,0.7816121
R_008235,J_002128,1,0.7029032
R_006565,J_000308,1,0.6505574
R_003950,J_002113,1,0.6010661
R_005596,J_001914,0,0.7082344
R_001071,J_001929,1,0.7679337
R_006520,J_000567,0,0.4567765
R_000461,J_002042,1,0.63881457
R_002353,J_001507,0,0.4830735
R_004656,J_001661,0,0.4296182
R_001588,J_001988,1,0.7258469
R_002249,J_001920,0,0.4551368
R_007323,J_000376,0,0.3545069
R_008407,J_000010,0,0.5567345
R_000923,J_002151,0,0.5021499
R_009487,J_001843,0,0.5165988
R_007589,J_000192,0,0.5023029
R_008031,J_000851,0,0.39540237
R_006724,J_000036,1,0.6014709
R_001827,J_001750,0,0.4196288
R_003474,J_002277,1,0.536544
R_002128,J_000119,0,0.42776996
R_006345,J_000795,1,0.7404476
R_000921,J_001885,1,0.7268639
R_008680,J_000979,0,0.47628984
R_008471,J_001307,1,0.6770594
R_005944,J_001727,1,0.7227726
R_007362,J_001026,1,0.6594192
R_006962,J_000741,1,0.67923874
R_006413,J_001874,1,0.5470297
R_001828,J_002001,1,0.5727134
R_006047,J_002278,0,0.60706246
R_007755,J_002408,1,0.7195481
R_002409,J_001282,0,0.3731228
R_009705,J_001339,0,0.43536198
R_005702,J_000913,1,0.5525197
R_002318,J_002040,0,0.41652477
R_007303,J_000131,1,0.53318775
R_003154,J_001559,0,0.5095438
R_008969,J_000019,1,0.6896296
R_006841,J_000925,0,0.6167698
R_003441,J_001538,0,0.64226747
R_008801,J_001916,0,0.54954135
R_009154,J_000404,0,0.47287288
R_000138,J_001104,1,0.50677127
R_004023,J_002196,0,0.5158162
R_006607,J_002248,1,0.39405948
R_001066,J_001504,1,0.6573298
R_004694,J_001762,1,0.47764644
R_002578,J_001165,1,0.6192634
R_000305,J_001394,0,0.44383615
R_007736,J_000791,0,0.41809934
R_009852,J_001052,0,0.78913367
R_007793,J_001079,1,0.67186797
R_005057,J_001792,1,0.63305426
R_006491,J_001061,0,0.72127944
R_009468,J_001590,1,0.5546435
R_006514,J_002020,0,0.6402837
R_003010,J_001548,0,0.750623
R_009183,J_000173,0,0.5546354
R_006905,J_000948,1,0.7324033
R_003689,J_000422,0,0.6708038
R_009185,J_000122,1,0.6254767
R_008713,J_000899,1,0.4792109
R_006575,J_001298,0,0.4792176
R_003157,J_000982,1,0.65703416
R_006605,J_002258,0,0.7471632
R_009880,J_001490,0,0.47527835
R_004428,J_001138,0,0.42554796
R_000478,J_002001,0,0.6687683
R_007352,J_000646,0,0.44228494
R_003025,J_001984,1,0.6651038
R_002717,J_002301,0,0.553956
R_005399,J_000604,1,0.56020087
R_003454,J_001592,1,0.7334813
R_009182,J_002363,1,0.55503666
R_006039,J_002123,0,0.70757324
R_002312,J_001667,1,0.62184703
R_000003,J_001005,0,0.7234076
R_008089,J_001866,0,0.45163286
R_004156,J_001688,1,0.8826665
R_003477,J_002483,0,0.4941102
R_005586,J_002314,0,0.6044738
R_009659,J_002271,1,0.6040374
R_004162,J_002283,1,0.61065626
R_008207,J_002431,1,0.6453153
R_009754,J_002119,1,0.5925053
R_009393,J_001461,0,0.48440394
R_007591,J_001714,0,0.48271713
R_002233,J_000724,0,0.3979192
R_002071,J_002106,1,0.7000675
R_002425,J_001900,0,0.39137316
R_004953,J_001620,1,0.5399944
R_002340,J_001260,0,0.54802555
R_001255,J_000616,0,0.41808456
R_008611,J_000173,1,0.7202952
R_005595,J_000821,1,0.7268179
R_005998,J_000281,0,0.4403294
R_009697,J_000910,0,0.6463404
R_003304,J_001172,1,0.6528109
R_001819,J_001339,1,0.6811644
R_009734,J_001006,1,0.7381058
R_003360,J_000331,0,0.48259595
R_007983,J_000274,0,0.5252011
R_002333,J_000004,1,0.78689647
R_008022,J_001911,0,0.41382673
R_004336,J_001400,1,0.64939773
R_009267,J_001874,0,0.6830566
R_007299,J_000542,0,0.53319013
R_003981,J_002047,0,0.56372106
R_002804,J_001059,1,0.81581604
R_001959,J_002279,1,0.7461698
R_009750,J_000869,0,0.5465301
R_008686,J_001097,0,0.42998546
R_008842,J_001894,1,0.69700986
R_005373,J_001201,1,0.78148425
R_002118,J_000620,1,0.73641634
R_008591,J_000144,1,0.5551754
R_004848,J_000666,1,0.54759824
R_003266,J_001012,1,0.612482
R_007456,J_000463,1,0.66316175
R_001149,J_000079,1,0.74653727
R_006660,J_000031,1,0.61763644
R_005900,J_000305,1,0.73534656
R_004662,J_001306,0,0.62830013
R_006272,J_000434,0,0.42049873
R_002753,J_000224,0,0.46611822
R_007332,J_001439,1,0.7071235
R_005961,J_000248,1,0.7138213
R_000388,J_000681,0,0.41133684
R_004840,J_000760,0,0.47991145
R_008695,J_001935,1,0.7532524
R_001257,J_000787,1,0.5192083
R_001051,J_000576,1,0.52724063
R_002070,J_002061,0,0.46000245
R_000471,J_002185,0,0.4264693
R_001924,J_000714,0,0.4606803
R_001222,J_000395,0,0.5209366
R_004273,J_001388,1,0.68816495
R_003292,J_002468,0,0.6639958
R_007383,J_000825,0,0.37267625
R_004988,J_001320,1,0.7628698
R_001925,J_000542,0,0.506621
R_006289,J_002304,0,0.49840134
R_004175,J_001710,1,0.619637
R_004168,J_000539,1,0.55556667
R_006074,J_000822,0,0.5477984
R_003303,J_000524,0,0.4391898
R_000396,J_001215,0,0.5453217
R_009044,J_001335,0,0.55792344
R_002358,J_002022,0,0.55373526
R_000401,J_001720,0,0.67277837
R_008648,J_000937,0,0.3919995
R_002662,J_001143,0,0.5731066
R_009151,J_000319,0,0.55363464
R_008464,J_001316,0,0.37874416
R_001417,J_000369,0,0.46559098
R_003067,J_000420,1,0.6974538
R_005913,J_000837,0,0.61482275
R_006116,J_001528,1,0.6392003
R_002776,J_001211,1,0.5901585
R_001969,J_001073,1,0.5727415
R_000050,J_001020,0,0.6076726
R_002852,J_002368,1,0.70267177
R_001219,J_002265,1,0.68051434
R_008790,J_000549,0,0.4232849
R_004670,J_000198,0,0.4578935
R_004563,J_000686,0,0.54621494
R_008684,J_002328,0,0.5878695
R_001275,J_001884,0,0.47596496
R_009809,J_001054,1,0.881227
R_004438,J_002321,1,0.654223
R_001121,J_000304,0,0.44966573
R_001832,J_000643,1,0.6953118
R_001726,J_002423,1,0.7353009
R_004847,J_000133,1,0.9053658
R_000399,J_000754,1,0.6539523
R_001905,J_000015,1,0.75102806
R_003079,J_002210,1,0.7069499
R_008528,J_001050,1,0.7826441
R_005459,J_000288,1,0.66781867
R_005864,J_001584,0,0.4498161
R_008126,J_000664,1,0.585721
R_008060,J_000041,1,0.6556974
R_004082,J_002147,1,0.71960956
R_000223,J_000968,0,0.412646
R_002350,J_001530,0,0.57958376
R_008535,J_000944,0,0.35191524
R_006427,J_001807,1,0.7331627
R_003919,J_000712,1,0.7400433
R_006718,J_000393,1,0.6248357
R_009382,J_002255,1,0.5931162
R_003654,J_000810,0,0.567743
R_006337,J_001256,1,0.44276178
R_009202,J_000104,1,0.7140179
R_003022,J_002440,0,0.48696208
